id,genus
2418,0.0032781523186713457
4871,0.9999994039535522
3128,0.99817955493927
409,0.02280961535871029
3063,0.9350295066833496
3324,0.9999973773956299
1436,0.9999992847442627
810,0.9999314546585083
2336,0.9997438788414001
4100,0.9998269081115723
241,0.941336989402771
774,0.9999983310699463
451,0.9999997615814209
1818,0.9999676942825317
4891,0.9999996423721313
4661,0.9998533725738525
1180,0.9999969005584717
1615,0.9944178462028503
771,0.01182443369179964
871,0.9998966455459595
2645,0.99782395362854
2168,0.35967347025871277
527,0.99969881772995
529,0.9999979734420776
3224,0.9999982118606567
4431,0.9999411106109619
1639,0.9998277425765991
231,0.767271876335144
3573,0.9991020560264587
4346,0.9993103742599487
1480,1.0
1212,0.9977752566337585
3316,0.9936152696609497
2936,0.9982953667640686
1496,0.9878385066986084
2899,0.999975323677063
494,0.999998927116394
1785,0.9976779818534851
4451,0.11866308003664017
3670,0.9999955892562866
1736,0.9322355389595032
4138,0.001421332941390574
1191,0.9999948740005493
2652,0.011595211923122406
3289,0.7104941010475159
4837,0.999951958656311
2781,0.9961926937103271
2797,0.00109111238270998
2687,0.1470818817615509
2991,0.9929980039596558
1787,0.019923944026231766
696,1.0
2729,0.999675452709198
156,0.2447076141834259
2539,0.9999936819076538
1255,0.9998739957809448
2545,0.6703385710716248
2201,0.99994957447052
2133,0.9999967813491821
4584,0.999981164932251
4673,0.9752962589263916
1625,0.19199545681476593
679,0.9997174143791199
2289,0.9988213181495667
2015,1.0
1959,0.9999932050704956
2733,0.9922789335250854
4021,0.930067777633667
4303,0.9999982118606567
2274,0.28998228907585144
109,0.0005192135577090085
4908,0.973997175693512
3984,0.9999998807907104
3633,0.9999963045120239
1542,0.9976035356521606
2209,0.9999979734420776
4886,0.9999998807907104
4734,0.9931226372718811
3997,0.9999370574951172
4735,0.9999991655349731
954,0.9999991655349731
2356,1.0
488,0.9981216788291931
2734,0.9827044606208801
3368,1.0
1206,1.0
3561,0.9973944425582886
1192,0.8252758383750916
4678,0.9998784065246582
1689,0.9996623992919922
1203,0.9933828711509705
3581,0.8408634066581726
4019,0.9999997615814209
1017,0.11571162194013596
2025,0.6393879055976868
2782,0.9892414212226868
3319,0.9999991655349731
1684,0.9999998807907104
3435,0.9998589754104614
794,0.9999839067459106
144,0.9898414015769958
1025,0.9999997615814209
1008,1.0
2464,0.9971151351928711
3311,0.009383728727698326
4275,0.9914582371711731
4106,0.009940922260284424
41,0.9999995231628418
2696,0.9998345375061035
3600,0.1940361112356186
2246,0.9999818801879883
3594,0.9969120025634766
4299,0.9999711513519287
2915,0.03878096491098404
2379,0.9999957084655762
882,0.9916919469833374
3439,0.9999961853027344
2599,0.9999994039535522
3150,0.13732512295246124
4608,1.0
2380,0.9834750294685364
4938,0.9910763502120972
4939,0.2120712697505951
2593,1.0
3419,0.9999830722808838
2554,0.9999998807907104
1141,0.9999598264694214
3608,0.9990453124046326
3100,0.9799827337265015
580,0.9999991655349731
3314,0.9999549388885498
1355,0.000690680812112987
673,0.9689316153526306
2301,0.958920419216156
2243,0.0009043285972438753
223,0.9999995231628418
829,0.02002684585750103
2853,0.9335436224937439
3616,0.02442524954676628
108,0.04830063506960869
3834,0.9999285936355591
2043,0.0016825952334329486
478,0.05484319105744362
1108,0.0027308815624564886
4407,0.9999983310699463
1241,0.9999984502792358
290,0.9999812841415405
3601,1.0
71,0.9999988079071045
4714,0.9783581495285034
2634,1.0
914,0.999324381351471
3676,0.00043799434206448495
3912,0.9999997615814209
4123,0.9999524354934692
3982,0.9996840357780457
4719,0.9999985694885254
4436,0.9998176097869873
3689,0.5827971696853638
1994,1.0
3704,0.9999997615814209
2784,0.013421308249235153
3202,0.9997819662094116
3355,0.04701320454478264
1365,0.9788798689842224
1662,0.9999988079071045
594,1.0
4640,0.9999891519546509
98,1.0
1784,0.9999991655349731
1762,0.9515901803970337
67,0.00029280249145813286
643,0.49827882647514343
3934,0.9999713897705078
2085,0.9360672831535339
251,0.054143983870744705
3994,0.0036937056574970484
1499,0.9999414682388306
1247,0.9999703168869019
3876,0.004782447125762701
1669,0.9998970031738281
2762,0.9941655397415161
347,0.9998867511749268
33,0.9919907450675964
208,0.9966545104980469
4087,0.9999923706054688
4490,0.0022820017766207457
4516,0.25904738903045654
4041,0.9999901056289673
413,0.984276294708252
3416,0.005236189812421799
4424,1.0
1941,0.0002463458804413676
4953,0.9951283931732178
1408,0.2087969183921814
2183,0.99986732006073
3369,0.999032199382782
4375,0.9999998807907104
4771,0.0022036777809262276
778,0.9887813925743103
2200,0.9992762207984924
1934,1.0
3095,0.500399649143219
1155,0.0009239573846571147
3570,0.9962077140808105
271,0.005195546429604292
2486,0.9222511053085327
2429,0.9934998154640198
4495,0.999528706073761
2320,0.01443567592650652
