id,genus
2871,0.8889461755752563
3385,0.3803439736366272
3599,0.40890851616859436
1783,0.9173033237457275
4829,0.9355252385139465
2726,0.8262258768081665
365,0.595143735408783
1455,0.8511090278625488
1197,0.8274399042129517
2541,0.6978102922439575
915,0.08972636610269547
3643,0.9067993760108948
3303,0.5063735842704773
1468,0.38136687874794006
2313,0.6751683950424194
728,0.8820115327835083
562,0.5225237011909485
658,0.9840537309646606
103,0.32267117500305176
2657,0.5267820954322815
802,0.6798397302627563
3112,0.04843335598707199
1855,0.46486616134643555
4117,0.6436077356338501
1600,0.9758355021476746
4390,0.35967686772346497
4530,0.5299898386001587
524,0.9544075131416321
898,0.22531342506408691
1889,0.8495075106620789
3220,0.2786269783973694
3321,0.21878646314144135
3433,0.8044463992118835
3772,0.5279825329780579
2924,0.6165323853492737
3801,0.647498607635498
69,0.5367331504821777
4274,0.0867002010345459
144,0.559666633605957
3648,0.43381351232528687
1663,0.8725113868713379
4772,0.3963109254837036
379,0.09033481776714325
1198,0.9862256646156311
394,0.8708728551864624
2975,0.33159616589546204
4219,0.8471166491508484
4354,0.28350937366485596
3837,0.5825201869010925
272,0.48747166991233826
4699,0.8104571104049683
295,0.19476355612277985
4086,0.4019642770290375
1295,0.8645753264427185
2752,0.07701607048511505
4620,0.9606136083602905
2781,0.6313201785087585
3714,0.20328636467456818
676,0.3010892868041992
3346,0.8529788851737976
1930,0.1584533154964447
1376,0.8294562101364136
1937,0.3934552073478699
415,0.5507924556732178
171,0.9107735753059387
551,0.4588666260242462
1987,0.10084932297468185
61,0.8454031944274902
596,0.36060193181037903
1584,0.7198731303215027
2774,0.96001136302948
4865,0.7780560255050659
3913,0.9799039363861084
3210,0.25885477662086487
1040,0.9373341202735901
3525,0.1862453669309616
2769,0.6807259917259216
1080,0.8198520541191101
2097,0.9503514766693115
4225,0.717995285987854
2049,0.28568339347839355
1571,0.597881555557251
367,0.681466281414032
2193,0.19097605347633362
2004,0.8158067464828491
2450,0.7296096682548523
880,0.263888955116272
2372,0.16261647641658783
693,0.9481792449951172
1475,0.4763309359550476
2647,0.8361471891403198
3565,0.6256255507469177
1867,0.3352179229259491
1099,0.6217697858810425
1489,0.847500741481781
3638,0.7091959118843079
4173,0.8069348931312561
50,0.9361318945884705
1561,0.7727909684181213
193,0.6923931241035461
4407,0.7178202867507935
2938,0.14188091456890106
2915,0.2889862656593323
4382,0.5052500367164612
1247,0.9279485940933228
4469,0.3823986351490021
4688,0.8758630752563477
2462,0.29916393756866455
2645,0.6108152270317078
2257,0.06274402886629105
3955,0.3219759166240692
4108,0.5045999884605408
2413,0.188859760761261
3042,0.7001038789749146
1462,0.4376254379749298
979,0.5657203197479248
4724,0.5989505052566528
4148,0.7448447346687317
1479,0.050908949226140976
3744,0.912705659866333
1500,0.8530383706092834
3667,0.7881664633750916
3812,0.6597854495048523
3639,0.9642497301101685
744,0.9679595828056335
1771,0.10713350027799606
4203,0.3219814598560333
1353,0.7372226715087891
4044,0.5751333236694336
4335,0.18412205576896667
3587,0.16575093567371368
1403,0.45032697916030884
4918,0.22301216423511505
