id,genus
2418,0.033867619931697845
4871,0.999980092048645
3128,0.960391104221344
409,0.05849899724125862
3063,0.99294114112854
3324,0.9999983310699463
1436,0.9998960494995117
810,0.9999821186065674
2336,0.9966199398040771
4100,0.9987732768058777
241,0.9903063774108887
774,0.9999974966049194
451,0.9999567270278931
1818,0.9995994567871094
4891,0.999969482421875
4661,0.9991496801376343
1180,0.9968920946121216
1615,0.6884036660194397
771,0.019493060186505318
871,0.9996274709701538
2645,0.9770200252532959
2168,0.03225754201412201
527,0.7485398054122925
529,0.9998041391372681
3224,0.999945878982544
4431,0.9334006905555725
1639,0.9999799728393555
231,0.9795397520065308
3573,0.9999464750289917
4346,0.9986069202423096
1480,0.9999997615814209
1212,0.9888688325881958
3316,0.9996693730354309
2936,0.9990388751029968
1496,0.9999200105667114
2899,0.9998396635055542
494,0.9999996423721313
1785,0.9914325475692749
4451,0.6600891351699829
3670,0.9999977350234985
1736,0.9969025254249573
4138,0.03714682534337044
1191,0.9999926090240479
2652,0.022447887808084488
3289,0.9841902852058411
4837,0.9966940879821777
2781,0.99881511926651
2797,0.0022824713960289955
2687,0.17895857989788055
2991,0.947604775428772
1787,0.25420767068862915
696,0.9999998807907104
2729,0.9998921155929565
156,0.4157406985759735
2539,0.99993896484375
1255,0.9992581009864807
2545,0.8839964866638184
2201,0.9991998076438904
2133,0.9966742992401123
4584,0.9991641044616699
4673,0.9995888471603394
1625,0.02325584553182125
679,0.9984197616577148
2289,0.9812852144241333
2015,0.9999995231628418
1959,0.9995794892311096
2733,0.8418715596199036
4021,0.9964417815208435
4303,0.9999997615814209
2274,0.32772207260131836
109,0.003990452736616135
4908,0.9943538904190063
3984,0.9999704360961914
3633,0.9999784231185913
1542,0.9999895095825195
2209,0.9999983310699463
4886,0.9999983310699463
4734,0.9989075660705566
3997,0.9999680519104004
4735,0.999994158744812
954,0.9999473094940186
2356,1.0
488,0.9995546936988831
2734,0.7675950527191162
3368,0.9999282360076904
1206,0.9999998807907104
3561,0.9997370839118958
1192,0.4529815912246704
4678,0.9999669790267944
1689,0.9996602535247803
1203,0.995019793510437
3581,0.8619888424873352
4019,0.9999865293502808
1017,0.3441493809223175
2025,0.6411908268928528
2782,0.993565022945404
3319,0.9999982118606567
1684,1.0
3435,0.9997215867042542
794,0.9999805688858032
144,0.6630691885948181
1025,0.999634861946106
1008,1.0
2464,0.9816206693649292
3311,0.008326038718223572
4275,0.9812468886375427
4106,0.025350557640194893
41,0.9999901056289673
2696,0.9533758759498596
3600,0.8343101739883423
2246,0.999925971031189
3594,0.9194949865341187
4299,0.9999769926071167
2915,0.8825307488441467
2379,0.9999986886978149
882,0.6540688276290894
3439,0.9997822046279907
2599,1.0
3150,0.21779026091098785
4608,0.9999998807907104
2380,0.7212453484535217
4938,0.9868407249450684
4939,0.17317946255207062
2593,0.9999997615814209
3419,0.99962317943573
2554,0.9999934434890747
1141,0.9995154142379761
3608,0.9987346529960632
3100,0.9819025993347168
580,0.9999878406524658
3314,0.9982511401176453
1355,0.0044169616885483265
673,0.9989099502563477
2301,0.9884568452835083
2243,0.001984743168577552
223,0.9998979568481445
829,0.004542709328234196
2853,0.9998894929885864
3616,0.017703555524349213
108,0.08565070480108261
3834,0.9998270273208618
2043,0.0008162088342942297
478,0.027832921594381332
1108,0.020127547904849052
4407,0.9999985694885254
1241,1.0
290,0.9969391822814941
3601,0.9977928400039673
71,0.9999997615814209
4714,0.9999586343765259
2634,0.999995231628418
914,0.9997479319572449
3676,0.030687307938933372
3912,0.9990347027778625
4123,0.9999929666519165
3982,0.9973903894424438
4719,0.9999990463256836
4436,0.9990367293357849
3689,0.7519620060920715
1994,0.9999985694885254
3704,0.9999991655349731
2784,0.0038002771325409412
3202,0.998429000377655
3355,0.17409802973270416
1365,0.9888994693756104
1662,0.9842579364776611
594,1.0
4640,0.9999982118606567
98,0.9999998807907104
1784,0.9999992847442627
1762,0.9282273650169373
67,0.0006751680048182607
643,0.27808812260627747
3934,0.9995370507240295
2085,0.9983240962028503
251,0.11181031912565231
3994,0.8980948328971863
1499,0.9929457306861877
1247,0.9973624348640442
3876,0.8824969530105591
1669,0.9999879598617554
2762,0.9759091734886169
347,0.9999271631240845
33,0.9936820268630981
208,0.9742918610572815
4087,0.9994325041770935
4490,0.01106479112058878
4516,0.06403252482414246
4041,0.9984129667282104
413,0.9968761205673218
3416,0.017582714557647705
4424,1.0
1941,0.021189052611589432
4953,0.9215537309646606
1408,0.7504919767379761
2183,0.9999973773956299
3369,0.9988076686859131
4375,0.9999990463256836
4771,0.012761588208377361
778,0.9763275384902954
2200,0.9850403666496277
1934,0.9999967813491821
3095,0.9881750345230103
1155,0.01859414018690586
3570,0.9995055198669434
271,0.01591658964753151
2486,0.8903664350509644
2429,0.9585778713226318
4495,0.999940037727356
2320,0.9590709805488586
2346,0.012736312113702297
2309,1.0
4650,0.8694244027137756
2798,0.9957112073898315
2565,0.774347722530365
2197,0.9999727010726929
1299,0.9975432753562927
1334,0.9997623562812805
2370,0.9999703168869019
4648,0.0006982515333220363
3310,0.9999943971633911
1798,0.004381197039037943
1193,0.00010146864224225283
1929,0.9677966833114624
869,0.9997405409812927
1890,0.989240288734436
4388,9.662056982051581e-05
199,0.05728337541222572
1820,0.9999978542327881
4024,0.9930158853530884
4135,0.9999995231628418
4718,0.47579824924468994
3625,0.9986671209335327
2996,0.23872360587120056
1273,0.9843506813049316
3915,0.30898940563201904
1871,0.9204093217849731
1033,0.8770748376846313
1360,0.6321772933006287
4099,0.17290538549423218
551,0.09589340537786484
1734,0.9999979734420776
1494,0.9998786449432373
836,0.0028395408298820257
313,0.67233806848526
2844,0.9980054497718811
4662,0.9945213794708252
3206,0.9925543665885925
440,1.0
463,0.9999676942825317
1978,0.9997686743736267
2055,0.9999995231628418
4146,0.9975341558456421
4590,0.9991565942764282
4759,0.9999992847442627
2845,5.134576713317074e-05
728,0.9817045331001282
2251,0.999963641166687
4809,0.003694540122523904
3330,0.2581351399421692
1184,0.9998049736022949
506,0.9999988079071045
4949,0.9997913837432861
1641,0.9990670680999756
255,0.9999998807907104
3699,0.9127234220504761
4177,0.9999791383743286
1110,0.9999687671661377
1489,0.9917523264884949
1524,0.11812666803598404
2250,0.9999905824661255
1328,0.9999991655349731
2809,0.9989219307899475
4211,0.9999947547912598
4446,0.9999396800994873
4852,0.9998672008514404
2176,0.9966912269592285
